2
150
14
19
0,0,6
0,1,6
0,2,6
0,3,6
0,4,6
0,5,6
0,6,6
0,7,6
0,8,6
0,9,6
0,10,6
0,11,6
0,12,6
0,13,6
0,14,6
0,15,6
0,16,6
0,17,6
0,18,6
1,0,6
1,1,9
1,2,9
1,3,9
1,4,9
1,5,0
1,6,9
1,7,9
1,8,9
1,9,9
1,10,9
1,11,9
1,12,9
1,13,9
1,14,9
1,15,9
1,16,9
1,17,9
1,18,6
2,0,6
2,1,9
2,2,9
2,3,9
2,4,9
2,5,9
2,6,9
2,7,9
2,8,9
2,9,9
2,10,9
2,11,9
2,12,9
2,13,9
2,14,9
2,15,9
2,16,9
2,17,9
2,18,6
3,0,6
3,1,9
3,2,6
3,3,6
3,4,9
3,5,9
3,6,6
3,7,6
3,8,6
3,9,6
3,10,6
3,11,6
3,12,6
3,13,9
3,14,9
3,15,6
3,16,6
3,17,9
3,18,6
4,0,6
4,1,9
4,2,6
4,3,9
4,4,9
4,5,9
4,6,9
4,7,9
4,8,9
4,9,9
4,10,9
4,11,9
4,12,9
4,13,9
4,14,9
4,15,2
4,16,6
4,17,9
4,18,6
5,0,6
5,1,9
5,2,9
5,3,9
5,4,6
5,5,9
5,6,6
5,7,6
5,8,6
5,9,6
5,10,6
5,11,6
5,12,6
5,13,9
5,14,6
5,15,9
5,16,9
5,17,9
5,18,6
6,0,6
6,1,9
6,2,6
6,3,9
6,4,6
6,5,9
6,6,6
6,7,5
6,8,5
6,9,5
6,10,5
6,11,5
6,12,6
6,13,9
6,14,6
6,15,9
6,16,6
6,17,9
6,18,6
7,0,6
7,1,9
7,2,6
7,3,9
7,4,6
7,5,9
7,6,6
7,7,5
7,8,5
7,9,5
7,10,5
7,11,5
7,12,6
7,13,9
7,14,6
7,15,9
7,16,6
7,17,9
7,18,6
8,0,6
8,1,9
8,2,9
8,3,9
8,4,6
8,5,9
8,6,6
8,7,6
8,8,6
8,9,6
8,10,6
8,11,6
8,12,6
8,13,9
8,14,6
8,15,9
8,16,9
8,17,9
8,18,6
9,0,6
9,1,9
9,2,6
9,3,3
9,4,9
9,5,9
9,6,9
9,7,9
9,8,9
9,9,9
9,10,9
9,11,9
9,12,9
9,13,9
9,14,9
9,15,9
9,16,6
9,17,9
9,18,6
10,0,6
10,1,9
10,2,6
10,3,6
10,4,9
10,5,9
10,6,6
10,7,6
10,8,6
10,9,6
10,10,6
10,11,6
10,12,6
10,13,9
10,14,9
10,15,6
10,16,6
10,17,9
10,18,6
11,0,6
11,1,9
11,2,9
11,3,9
11,4,9
11,5,9
11,6,9
11,7,9
11,8,9
11,9,9
11,10,9
11,11,9
11,12,9
11,13,9
11,14,9
11,15,9
11,16,9
11,17,9
11,18,6
12,0,6
12,1,4
12,2,9
12,3,9
12,4,9
12,5,9
12,6,9
12,7,9
12,8,9
12,9,9
12,10,9
12,11,9
12,12,9
12,13,1
12,14,9
12,15,9
12,16,9
12,17,9
12,18,6
13,0,6
13,1,6
13,2,6
13,3,6
13,4,6
13,5,6
13,6,6
13,7,6
13,8,6
13,9,6
13,10,6
13,11,6
13,12,6
13,13,6
13,14,6
13,15,6
13,16,6
13,17,6
13,18,6
